fold,username,clean_text,label_manual,label_prediksi_kfold,buzzer_prob_kfold,label_manual_text,label_prediksi_text,kesimpulan
2,GhaneshRM,balik lagi ke orang tua dulu sama sekarang beda orang tua sekarang sudah kalau anaknya nangis minta game dikasih orang tua dulu biarin aja pokoknya cm boleh main sabtu minggu dan lebih ke tidak kompeten orang yang mengurus igrs karena mereka tidak tahu menahu tentang game,0,0,0.0244,Organik,Organik,Benar
2,mirfan_16,igrs states that the game has rating,0,0,0.242,Organik,Organik,Benar
2,ReisaAmeli42101,kalau ngikutin infonya igrs di steam sekarang lagi dalam tahap awal implementasi jadi datanya belum final ya banyak yang masih berupa deklarasi awal dari developer tujuannya sih bagus banget biar sistem rating nya jadi lebih jelas aman dan nyaman buat semua kalangan usia,1,1,0.8704,Buzzer,Buzzer,Benar
2,NganjukSun23590,rating igrs di steam saat ini masih banyak yang bersifat awal self declare dan belum final jadi wajar kalau terlihat belum konsisten tujuannya melindungi pemain muda dan menata ekosistem game,1,1,0.9985,Buzzer,Buzzer,Benar
2,Zee_Takegami59,penasaran saya rating hsr zzz genshin hi wuwa dan games sejenis nya kena berapa di igrs ya,0,0,0.0049,Organik,Organik,Benar
2,ikaikuikok,kekhawatiran soal dampak regulasi ini sangat valid makanya kita perlu kawal agar sistem igrs yang baru ini segera diperbaiki teknisnya dan lebih transparan informasinya supaya tidak terus membingungkan,1,1,0.68,Buzzer,Buzzer,Benar
2,The_Discomafia,dagelan mana lagi ini tolong ini audit metode kerja tim igrs nya sudah bikin keresahan publik publik berhak tahu cara kerja ratingnya gmn,0,0,0.0026,Organik,Organik,Benar
2,alwiiihasan,biar tidak salah paham rating igrs yang muncul di steam itu mayoritas masih self declare alias data awal dari pihak pengembang jadi belum hasil kurasi final namanya juga baru integrasi ke platform global pasti ada fase transisinya,1,0,0.0785,Buzzer,Organik,Salah
2,MyoKurt,malah playing victim igrs tololll komdigi goblookkkkk,0,0,0.0018,Organik,Organik,Benar
2,Sunoo_dFox,woi tolol malu woii gabisa kerja jadinya dinyinyir kan hapus ajalah itu igrs tolol,0,0,0.3748,Organik,Organik,Benar
2,15sketsa,someone said igrs stand for indonesia gooning rating system,1,0,0.0972,Buzzer,Organik,Salah
2,KenapeAje,si ini apa tau apa itu igrs vs esrb vs pegi sok macam anies baswedan sok tau igrs mengikuti sertakan gaming development mengenai design untuk usia batasan kok si anies baswedan esrb di usa malah pemerintah tolol,0,0,0.0094,Organik,Organik,Benar
2,yolaisabella,siaran pers resmi mengenai sistem rating game dan igrs di steam silakan cek informasinya terlebih dahulu sebelum berpendapat lebih lanjut,1,1,0.9883,Buzzer,Buzzer,Benar
2,SabethAnge12086,buat yang lagi ngikutin rame soal igrs rating game di steam penjelasan resminya sudah keluar wajib banget dibaca biar tidak salah paham igrs steam gameindonesia gamerindonesia industrigame ratinggame viralhariini trendingtopic,0,1,0.98,Organik,Buzzer,Salah
2,adi_wahyu35,terlihat lagi ramai bahas game steam mengenai igrs sempat cek webstenya dan agak aneh game seperti beres beres seperti a little to the left dan unpacking kok malah diberi beneran kah itu masa rating usianya itu untuk ngaco banget,1,0,0.2789,Buzzer,Organik,Salah
2,MillastoElhart,emosi banget ngikutin berita igrs mana buzzer sudah dikerahkan uang pajak kalian itu ges,0,0,0.0018,Organik,Organik,Benar
2,VinaAmelia33281,sekadar info aja ini rating di steam sekarang masih dalam proses awal penerapan igrs jadi belum final banget wajar sih kalau ada yang belum pas karena lagi dibangun biar ekosistem game di indonesia makin rapi dan terlindungi dengan baik,1,1,0.9957,Buzzer,Buzzer,Benar
2,indahsarii54648,untuk yang ingin tahu penjelasan resmi terkait igrs rating game di steam informasinya sudah dirilis bisa dibaca dulu di sini,1,1,0.9984,Buzzer,Buzzer,Benar
2,azkiiofifteen96,f rating igrs,0,0,0.0085,Organik,Organik,Benar
2,Nisarahman2327,igrs di steam emang lagi bingungin ya guys tapi kayaknya sistemnya masih dalam penyesuaian perlu waktu buat lebih stabil yang penting semoga valve bisa jelasin lebih rinci dan transparan tentang kriteria ratingnya biar kita semua ngerti keep improving steam,1,1,0.8892,Buzzer,Buzzer,Benar
2,Vanour394663,igrs ngawur bet masa game lokal di kasih game bokep dapet ngawuur bet kalau pengen jadi lembaga itu yeng benar masa game bokep dapet sedangkan game bertani game santai dan slice of life masa dapat komdigi komedi digital,0,0,0.0024,Organik,Organik,Benar
2,Neibiiru,aku ngerti sama yang dilakuin igrs ini dan sebenernya gapapa yak kalau ada rating umur gitu mah cuman targetnya ada beberapa yang miss gitu untuk konfirmasi umur misal pake ktp agar mikir juga dan yang pasti pliss igrs jangan dikit dikit blokar blokir blokar blokir cape beud,0,0,0.0034,Organik,Organik,Benar
2,NUGreenFlag,mau bikin igrs dan semacamnya juga kalau masih ada yang jual game di shopee mah tidak ngaruh,0,0,0.0058,Organik,Organik,Benar
2,OpiniRakyatID,anying game pekob aj dikasi rating igrs ini indonesia gooner rating system kh ngajarin anak hal caboel sedjak dini kh,0,0,0.3793,Organik,Organik,Benar
2,KumekaGenzo77,dan faktanya igrs memang ngaco kok dalam ngasih rating usia mau ngomongin sinkronisasi ya harusnya pihak igrs jgn langsung terapin rating itu ke steam kalau mau ratingnya sesuai ini mh keliatan banget asal ngasih rating,0,0,0.1169,Organik,Organik,Benar
2,asep2b,buat yang lagi mengikuti isu igrs dan rating game di steam sudah ada penjelasan resminya yang bisa dijadikan referensi coba cek dulu sebelum ambil kesimpulan,1,1,0.9884,Buzzer,Buzzer,Benar
2,krisnaardis,igrs memang nyabu kayanya,0,0,0.0016,Organik,Organik,Benar
2,FKRSM_,yang tolol igrs yang disalahin steam logikanya sudah kebalik ini komdongo,0,0,0.0159,Organik,Organik,Benar
2,JancokAsu893230,jujur tampilan rating igrs di steam saat ini memang masih cukup membingungkan buat banyak orang tapi kalau memang masih masa penyesuaian mungkin yang paling penting sekarang adalah update penjelasan yang rutin dan transparansi soal kriterianya,1,1,0.9884,Buzzer,Buzzer,Benar
2,noviarguna72100,igrs di steam sekarang banyak yang masih data awal self declare dan belum final atau mengingatkan bahwa niat utamanya adalah melindungi pemain muda dan menata ekosistem game sehingga wajar kalau di fase awal masih ada hal yang perlu disesuaikan dan diperjelas bersama,1,1,0.9913,Buzzer,Buzzer,Benar
2,SPayanadi,ada siaran pers resmi tentang igrs rating game di steam mari sahabat semua kita baca cek dulu sebelum kita berpendapat lebih jauh,1,1,0.9974,Buzzer,Buzzer,Benar
2,fuckchmstry,yaelah gamehub mah walau bisa terhubung ke steam yah tetap bayar kocak buat gamenya kecuali kalau pakai bajakan tapi itu tidak belum tentu bisa do hp lagian mengapa malah lari ke sana pembahasannya kan lagi bahas igrs alias rating game bagaimana sih,0,0,0.0322,Organik,Organik,Benar
2,ayoitsmoy,perlu diingat juga tujuan utama igrs ini untuk melindungi pemain muda dan menata ekosistem game supaya lebih sehat jadi proses awal spt ini memang butuh waktu untuk penyempurnaan,1,1,0.8738,Buzzer,Buzzer,Benar
2,Fatiyazean,yang penting diketahui ini rating igrs di steam banyak masih data awal self declare belum final tujuan utamanya lindungi pemain muda dan menata ekosistem game jadi wajar aja kalau fase awal masih perlu disesuaikan bareng,1,1,0.9973,Buzzer,Buzzer,Benar
2,dennyrd,rating igrs aja kaga benar,0,0,0.057,Organik,Organik,Benar
2,Giskaelvina,kalau ngikutin infonya igrs di steam sekarang masih dalam tahap awal implementasi jadi datanya belum sepenuhnya final banyak yang masih deklarasi awal dari developer tujuan besarnya kan buat sistem rating yang lebih jelas dan aman buat semua umur,1,1,0.9734,Buzzer,Buzzer,Benar
2,AlinGibroez,perlu diingat rating igrs di steam sekarang itu belum semuanya hasil verifikasi akhir masih banyak yang data awal sistemnya juga baru jalan jadi wajar kalau masih ada yang perlu dibenahi,1,1,0.9953,Buzzer,Buzzer,Benar
2,bsrebahan,sudah ikut aja dari esrb gausah ribet proyek bodong sok sok bikin igrs liat hasilnya aja ngawur kamu yang kerja kaga becus malah lempar tangan ke steam yang mana sbnernya bukan wewenang steam,0,0,0.095,Organik,Organik,Benar
2,Alvaro734877,sedikit meluruskan rating igrs yang muncul di steam sekarang kebanyakan data awal self declare jadi memang belum final lagi proses penyesuaian kok wajar kalau ada yang terasa tidak pas sekarang nanti akan disesuaikan lagi sama verifikasi resmi,1,1,0.9924,Buzzer,Buzzer,Benar
2,FaeezEmpire,katanya igrs kan untuk melindungi anak anak dari bahaya game ya tapi belum lama ini ada seorang anak smk di kudus yang diintimidasi pemerintah karena mengkritik mbg dan anak smp di gresik kena peluru nyasar tni jadi mana yang lebih berbahaya bagi anak anak,0,0,0.0286,Organik,Organik,Benar
2,Al38819917,trus hubungannya sama harga apa data ekonomi itu mayoritasnya sudah publik ahli ekonomi itu ngitungin terus tiap hari kurleb la hubungannya sama igrs apa ini itu beda masalah,0,0,0.0021,Organik,Organik,Benar
2,ShaniBudi,ya coretax ya igrs deploy belum siap tapi dipaksain yang kena imbasnya ya rakyat jelata macem kita ini,0,0,0.0046,Organik,Organik,Benar
2,esbique_,maksudnya kemarin itu lho bang rating baru igrs ini membuat ada game yang jadi tidak bisa dibeli,0,0,0.0059,Organik,Organik,Benar
3,odeng9222,buat yang mengikuti isu igrs dan sistem rating di steam penjelasan resmi sudah dirilis silakan cek dulu sebagai referensi awal,1,1,0.9841,Buzzer,Buzzer,Benar
3,KumekaGenzo77,faktanya memang seperti itu kok kalau misalnya kompeten gk bakal seceroboh ini igrs,0,0,0.0019,Organik,Organik,Benar
3,istrinyanaga,steam rating palsu kamu bandingin sendiri rating steam sama igrs pantek lebih akurat mana,0,0,0.1047,Organik,Organik,Benar
3,dvrtlngi,sedikit meluruskan ya yang muncul di steam soal rating igrs itu banyak yang masih tahap awal self declare dari developer jd belum semuanya final tujuan utamanya buat perlindungan pemain muda penataan ekosistem game jd wajar kalau di fase awal masih ada yang perlu disempurnakan bareng,1,1,0.9973,Buzzer,Buzzer,Benar
3,itsD_037,igrs is whack call of duty got while cs got,0,0,0.0013,Organik,Organik,Benar
3,Arkanwoilah,igrs indonesia gooning rating system,0,0,0.0483,Organik,Organik,Benar
3,Alvaro734877,harus diakui bahwa memang tampilan rating igrs di steam bagi banyak orang sangat membingungkan tapi perlu diketahui bahwa sistem ya sedang dalam masa penyesuaian dan butuh waktu,1,1,0.9907,Buzzer,Buzzer,Benar
3,Angelina_S_S,emangnya anggaran komdigi kagak dipotong buat mbg kah igrs biayanya dari mana,0,0,0.0019,Organik,Organik,Benar
3,EmilleMaiki,igrs rated doom eternal and persona as games while farming simulator and superliminal as games thats cinema,0,0,0.002,Organik,Organik,Benar
3,scr3t1y,igrs yang ngaco dan amburadul beserta komdigi yang inkompeten dan dongo lah yang seharusnya dievaluasi dan diperbaiki bukannya sewa buzzer macam anda yang kolot dan bodoh yang malah menyebarkan hoax dan menyalahkan steam,0,0,0.2249,Organik,Organik,Benar
3,mas_panas70450,wah rame ini igrs rating aneh gta v rc tidak bisa di mainin gta san andreas kebanyakan gatekeep saya sih jadi publisher males masuk indonesia seperti trading export import juga di batasin makanya google pixel males masuk ke sini ya tidak tahu kedepannya bagaimana,0,0,0.0015,Organik,Organik,Benar
3,Gif_Said,igrs is so stupid like esrb is a thing kalau kamu mau kerja mening kamu edukasi itu para ortu yang gaptek soal esrb ini lewat iklan postingan berita or something use the media for ur gain like u always do dan itu jauh lebih gampang daripada ngerating game satu satu,0,0,0.0077,Organik,Organik,Benar
3,OxygenSunshinee,intinya igrs ada ini buat orang tua yang gagal parenting tentang game sudah gagal di missleading pula anjir keren kata saya dan sekarang intinya lepas tanggung jawab bukan urusan kami intinya ada rc yang berarti gk tampil ya elu dongok jembut lurus,0,0,0.041,Organik,Organik,Benar
3,noviarguna72100,rating igrs yang kelihatan di steam itu banyak yang masih data awal self declare belum final wajar kalau sekarang ada yang belum pas lagi proses disesuaikan dulu,1,1,0.9971,Buzzer,Buzzer,Benar
3,Alizazaina94321,dari sudut pandang pengguna sistem rating igrs di steam saat ini belum terlalu mudah dipahami wajar kalau muncul pertanyaan semoga ke depan ada komunikasi yang lebih jelas soal standar penilaiannya,1,1,0.9437,Buzzer,Buzzer,Benar
3,ikaikuikok,harus diakui kalau tampilan rating igrs di steam saat ini memang bikin bingung dan memicu banyak pertanyaan di komunitas tapi kalau dilihat secara objektif ini sepertinya masih tahap penyesuaian sistem yang butuh waktu untuk sinkron,1,1,0.9979,Buzzer,Buzzer,Benar
3,Deewwiiiii,dari sisi pengguna sistem rating igrs di steam sekarang masih terasa kurang jelas tapi kalau ini bagian dari proses semoga ada evaluasi dan penyempurnaan yang konsisten,1,1,0.9513,Buzzer,Buzzer,Benar
3,sn_0_z_,tidak ada counter argument samsek tentang igrs dia malah bawa achievement anak nya padahal gatau kalau bapaknya kalau ngomong look down dan condescending banget berasa si paling paham padahal bidangnya listrik classic boomer bau tanah,0,0,0.0061,Organik,Organik,Benar
3,gbfonry,rating igrs berapa ini,0,0,0.003,Organik,Organik,Benar
3,BurningCoffee0,betul banget yang saya benci dari igrs itu mereka menyamaratakan semua kalangan ke standar mereka mau saya main game adult kek game gore kek terserah saya selama saya sudah cukup umur itulah gunanya rating buat jadi penanda isi konten nya bisa dikonsumsi umur berapa aja,0,0,0.2047,Organik,Organik,Benar
3,anggtakhsturia,sedang ramai soal igrs dan rating game di steam ini siaran pers resmi dari kemkomdigi boleh dibaca biar paham duduk perkaranya,1,1,0.9369,Buzzer,Buzzer,Benar
3,zzaysmine,ini permasalahannya rating igrs tidak tepat dan keliatan orang orang di komdigi tidak mengerti mengapa dipelintir ke masalah gamers maniak hobi apapun juga ada maniaknya kalau tujuannya untuk mengontrol kecanduan game harusnya dibarengi dengan penelitian buat nyari solusi yang tepat,0,0,0.1541,Organik,Organik,Benar
3,yani09842577669,kalau tidak salah yang muncul di steam itu banyak yang masih data awal dari sistem self declare developer jadi belum tentu rating final dari igrs memang di tahap awal biasanya masih ada penyesuaian tujuan utamanya sebenarnya supaya ada panduan umur dan melindungi pemain muda,1,1,0.9854,Buzzer,Buzzer,Benar
3,groflokash,igrs is a joke they literally makan gaji buta asu,0,0,0.0022,Organik,Organik,Benar
3,PutriRahma32820,perlu diingat rating igrs di steam yang sekarang banyak masih tahap awal self declare dari developer jadi belum final tujuannya juga bagus kok buat lindungi pemain muda dan benahin ekosistem game jadi wajar kalau di awal masih ada yang perlu disesuaikan,1,1,0.9982,Buzzer,Buzzer,Benar
3,BudiBukanIntel,igrs kontol,0,0,0.0106,Organik,Organik,Benar
3,Adiety333,sudah ada siaran pers resminya soal igrs rating game di steam ada baiknya cek dulu supaya informasinya lebih lengkap,1,1,0.9972,Buzzer,Buzzer,Benar
3,ridwanadit,dari juta orang itu berapa yang rutin beli game aaa aku yakin tidak semuanya lha yang main dota atau cs doang juga ada atau free game lain macam where winds meet wuwa etc yang beli dikit ngapain perusahaan game besar repot sensor buat ngikutin ratingnya igrs,0,0,0.0046,Organik,Organik,Benar
3,Qilogram2420,igrs g nya gooner,0,0,0.1763,Organik,Organik,Benar
3,cutadh,ini fatal banget sih igrs ngaco total,0,0,0.0018,Organik,Organik,Benar
3,misterx_9945613,masalahnya gini rating rc ngak perlu sama sekali kita ngak butuh kebijakan sok berbudaya mending gini deh ambil univ yang ada jurusan game devnya ambil yang muda muda dan suka main game suruh mereka kerjain igrs hasil bakal jauh lebih objektif dan ngak ada rating rc,0,0,0.0026,Organik,Organik,Benar
3,kerjosurvey,buat kalian sebelum debat soal igrs ke mana mana mungkin oke baca dulu siaran pers resminya di sini ya guys,1,1,0.7769,Buzzer,Buzzer,Benar
3,fibraaaay,igrs kontol,0,0,0.0106,Organik,Organik,Benar
3,hilyazu,sebelum ambil kesimpulan soal sistem rating igrs di steam ada baiknya lihat dulu penjelasan resminya supaya konteksnya lebih lengkap,1,1,0.9743,Buzzer,Buzzer,Benar
3,kindahao,i fear love and deepspace won t survive igrs,0,0,0.0018,Organik,Organik,Benar
3,Al_Khuarizmi,kalau bukan resmi dari komdigi mengapa steam pakein logo nya igrs disitu orang orang tau kalau steam pake pegi buat system review mereka steam mah cuma platform launcher gaada sangkut pautnya sama ngasih rating umur,0,0,0.0028,Organik,Organik,Benar
3,whereisnono,indonesia itu bagus kalau bikin konsep tapi penerapannya selaluuu jelek igrs contohnya mbg jg sih haha,0,0,0.0032,Organik,Organik,Benar
3,Lipssszzz____,alah nyocot main gama aja enggak pernah kamu cuma buzzer doang kamu duit duit kamu yang dapet juga dari pajak kita kamu kerja kagak ngerti game kagak sekarang salahin steam padahal pihak steam diem diem aja tolol komdigi sama igrs tolol,0,1,0.8381,Organik,Buzzer,Salah
3,RioCvn,ternyata benar gamenya cocok buat anak tahun ke atas igrs tidak salah,0,0,0.0025,Organik,Organik,Benar
3,HaYoYo86,puluhan tahun make steam baru kali ini dituduh palsu ayolah men kalau bego jangan nanggung player lebih percaya rating steam dibanding igrs kali hebat lah orang tolol kek gini jadi stafsus kementerian,0,0,0.0199,Organik,Organik,Benar
3,wijayawilliam31,wajib kasih rating,0,0,0.0458,Organik,Organik,Benar
3,inimahjapran,igrs alias indonesian gooners rating system emang anj,0,0,0.1061,Organik,Organik,Benar
3,Bagus_Media7,saran dari kami team bagus media kita harus bedakan antara data awal dan keputusan final rating igrs di steam masih self declare tujuannya melindungi pemain muda jadi wajar kalau tahap ini masih dikoreksi bersama,0,0,0.4215,Organik,Organik,Benar
3,Bambang65635601,informasi ini betul resmi masalah igrs rating game di steam bisa jadi referensi biar info yang beredar lebih lengkap dan valid serta akurat kebenarannya maka silahkan dicek di link,1,1,0.8765,Buzzer,Buzzer,Benar
3,delik_store,buat yang ngikutin ramenya igrs rating game di steam sebelum berdebat baiknya baca penjelasan resminya dulu ya,1,1,0.9018,Buzzer,Buzzer,Benar
3,Official_Yanuar,malah nyalahin steam sebelum kamu pada bikin recok steam sudah punya rating dan tags mereka sendiri lagian igrs buat apa sih kalau bukan buat alat meras rating international kan sudah ada pake itu juga tidak masalah eh sok asik tapi ngaco dah balik sana gooning game nukitashi,0,0,0.2573,Organik,Organik,Benar
3,IraAsri325610,igrs dan rating game di steam jadi hot topic baca penjelasan resmi di sini dulu biar tidak salah paham,1,1,0.9848,Buzzer,Buzzer,Benar
3,dh74169970,gemini berkata rating igrs di steam masih data awal self declare belum final wajar ada penyesuaian demi ekosistem game sehat lindungi pemain muda yuk kawal,1,1,0.99,Buzzer,Buzzer,Benar
3,AlinGibroez,sedikit info rating igrs di steam saat ini banyak yang masih tahap awal self declare jadi belum final dan masih proses penyesuaian,1,1,0.9963,Buzzer,Buzzer,Benar
3,tekarok007,tidak terima game dota dianggap game dengan unsur mengandung narkotika bahkan game horror ngawur asli igrs ini dah,0,0,0.0034,Organik,Organik,Benar
3,meimeiajadeh,igrs tolol komdigi tolol indonesia asuuuuu plis jangan aneh anehin steam saya dimana saya cuma bisa mengandalkan steam kalau mau beli otoge igrs cuma bisa ngasih rating ke game gooning asuuuuuuu blok,0,0,0.0099,Organik,Organik,Benar
3,joyminzip,eh ngentot ini igrs kalau misalkan lads kena ban bagaimana babi,0,0,0.0359,Organik,Organik,Benar
3,rahayu49384,guys santai dulu banyak yang salah paham soal rating igrs di steam ini bukan soal sensor atau kebebasan tapi tentang melindungi pemain muda dan bikin ekosistem game lebih sehat banyak rating yang masih data awal self declare jadi belum final ayo fokus ke niat baiknya,1,1,0.9898,Buzzer,Buzzer,Benar
3,JancokAsu893230,biar informasinya lebih utuh ada penjelasan resmi soal igrs dan rating game di steam yang bisa dicek dulu sebelum kasih opini lebih jauh ini linknya ya,1,1,0.9835,Buzzer,Buzzer,Benar
3,_ZyZ_Z,ini igrs tolol benar,0,0,0.0527,Organik,Organik,Benar
3,FahrezaMahendr,bagaimana sih pak kok igrs malah ngaco parah,0,0,0.0344,Organik,Organik,Benar
3,ShinadeVT,komdongo tolol rating sistem steam sudah paling fineshyt harusnya steam yang minta klarifikasi ke igrs dalam cara sistem mereka declare rating setiap game bisa ngaco begitu malah gaslight pihak steam,0,0,0.1819,Organik,Organik,Benar
3,purityringgu,this special advisor of komdigi claimed that steam created fake rating affecting the igrs system therefore resulting in many games categorized as not fit for distribution that steam violated indonesian regulation can you confirm,0,0,0.2645,Organik,Organik,Benar
3,onyourtabs,ktanya ada transaksi pembelian dalam game sama gamenya based online chat ya kan gimnya f p trus top up adalah kemauan masing masing i mean kriteria igrs nya tidak jelas,0,0,0.0022,Organik,Organik,Benar
3,01nm2_,oh ternyata komdongo itu bikin igrs untuk gooning igrs indonesia gooning rating system ckp tw aj,1,0,0.2607,Buzzer,Organik,Salah
3,nurizkaf96,kalau bicara sosmed ya beda lagi yang sedang rame kan igrs di steam yang jelas jelas steam itu platform niche,0,0,0.0114,Organik,Organik,Benar
3,OpiniRakyatID,ngebacot doang urusin noh igrs masak game bokep boleh usia tahun mn pake ngeles it dari pihak steam,0,0,0.0034,Organik,Organik,Benar
3,Rei_OnZ,tambahan ini bang rating langsung dari website igrs nya bukan lewat steam steaman lagi wkwkkw,0,0,0.0104,Organik,Organik,Benar
3,EvyNurlaili,buat yang penasaran soal status rating igrs di steam ini penjelasan resmi dari kemkomdigi lebih baik simak dulu informasinya supaya lebih jelas kemkomdigi rating game di steam bukan rating resmi berpotensi langgar ketentuan di indonesia,1,1,0.9388,Buzzer,Buzzer,Benar
3,ianalvan95,komdigi klaim bahwa mereka sudah meminta maaf kepada pihak steam terkait bermasalahnya igrs ini judul yang benar nya,0,0,0.0069,Organik,Organik,Benar
3,Bram_no3,kan lagi bahas igrs dan tweet anies disini masa bawa bawa megalodon,0,0,0.0107,Organik,Organik,Benar
3,ZaskiaZask2031,lagi ramai soal igrs dan rating game di steam ada siaran pers resmi yang menjelaskan konteksnya mungkin baik dibaca dulu sebelum menilai lebih jauh igrs steam gameindonesia infogame gamingid,1,1,0.9582,Buzzer,Buzzer,Benar
3,boyguling,istg just abolish the igrs ffs,0,0,0.0011,Organik,Organik,Benar
3,adzumanga,ngentot kamu igrs,0,0,0.034,Organik,Organik,Benar
3,carapaklek,biar tidak salah paham rating igrs di steam itu kebanyakan masih data awal atau self declare jadi belum final wajar banget kalau di fase awal ini masih butuh penyesuaian demi melindungi pemain muda kita,1,1,0.9982,Buzzer,Buzzer,Benar
3,Dadangsutrisn0,rating igrs di steam seperti nya masih data awal dan belum final jadi wajar saja kalau masih butuh proses penyesuaian biar ekosistem game lebih baik lg,1,1,0.9924,Buzzer,Buzzer,Benar
3,Duren___,kalau igrs judol semua umur,0,0,0.0013,Organik,Organik,Benar
3,GojoIrengg,ternyata igrs tidak nyawit,0,0,0.0496,Organik,Organik,Benar
3,FilekRhino45516,mengapa sih harus ribet nyari kambing hitam steam padahal jelas banget kalau rating itu memang dari komdigi lewat igrs bukannya fokus cari solusi konstruktif mlh sibuk nyebar disinformasi pemerintah sudah kerja keras bikin sistem rating ko mlh dipertanyakan kredibilitasnya,0,1,0.9323,Organik,Buzzer,Salah
3,NganjukSun23590,rating igrs yang muncul di steam sekarang banyak yang masih tahap awal self declare dari developer jadi belum final masih bisa berubah setelah proses verifikasi lebih lanjut tujuannya buat melindungi pemain muda dan menata ekosistem game di indonesia supaya lebih jelas dan sehat,1,1,0.9959,Buzzer,Buzzer,Benar
3,kukuhya,lewat mulu mostingan kamu percuma paling kamu kena igrs,0,0,0.0196,Organik,Organik,Benar
3,mog_mediaa,karena kemarin kami baru selesai resident evil requiem untuk kedepannya kalian pingin kami live main game apa atau ngobrol ngobrol soal industri misal ngomongin igrs jangan suruh maen game baru ora duwe duwit bos,0,0,0.001,Organik,Organik,Benar
3,z___vyi,igrs idiotic gaming rating system,0,0,0.0302,Organik,Organik,Benar
3,Bagus_Media7,agar diskursus mengenai klasifikasi game lebih berimbang silakan simak siaran pers resmi terkait igrs dan kebijakan rating di steam melalui tautan ini yuk baca dulu detailnya igrs steamrating industrigim,1,1,0.9843,Buzzer,Buzzer,Benar
3,NVT58232209,yang terserang paling parah dari igrs adalah orang dewasa di platform pc console pengguna steam sendiri indonesia jt estimasi jt dan ada data baru dari steam kapabilitas daya beli indonesia cuma dari harga aaa normal usd,0,0,0.0043,Organik,Organik,Benar
3,MangAgus_10,ngapain igrs itu kan steam yang harus klarifikasi menurut mereka,0,0,0.0442,Organik,Organik,Benar
3,xenoshroomer,sebuah insight menarik tentang igrs dulu katanya program ini bakal mengakomodasi perkembangan industri game lokal karena katanya diisi anak muda eksekusinya arah tidak jelas menutup ruang ekspresi dan sekali lagi malah menghambat perkembangan industri game lokal,0,0,0.0024,Organik,Organik,Benar
3,Ranti130920,sebenarnya igrs di steam sekarang banyak yang masih data awal self declare dan belum final serta melindungi pemain muda dari ekosistem yang bermasalah kerja komdigi sudah tepat itu,1,1,0.9983,Buzzer,Buzzer,Benar
3,bobihart,mengapa tidak ikut esrb aja ya nanti dari situ bisa disesuaikan dengan kriteria yang ditentukan igrs jangan malah asal kasih rating yang jadinya tidak sesuai isi game contoh aja red dead redemption jadi memangnya cocok untuk balita,0,0,0.0021,Organik,Organik,Benar
3,sutaduatiga,mbg jadi tai kopmer jadi gedung kosong igrs jadi bikin malu,0,0,0.0019,Organik,Organik,Benar
3,Tessa44ut,perlu klarifikasi tentang igrs dan rating game di steam saran aku cek siaran pers resmi ini dulu biar lebih paham dan dapat gambaran lengkap sebelum ikut diskusi info lengkapnya ada di sini,1,1,0.9892,Buzzer,Buzzer,Benar
3,ivanws88,kalian ngapain ngurus beginian kalau saya kepingin punya colony di dutch east indies tidak boleh gitu atau tidak boleh punya pemerintahan yang tidak oligarchic di game dariapada bikin rating igrs tidak jelas mending itu ngurusin judol sana,0,0,0.0051,Organik,Organik,Benar
3,reinardstar,i think igrs stands for indonesia gooners raring system atp,0,0,0.2828,Organik,Organik,Benar
3,mencaridaratan,jadi ya gaperlu direcokin sama igrs gajelas babi ini kalau mau keliatan kerja judol aja babi kau komdigi,0,0,0.0873,Organik,Organik,Benar
3,Jiraz13,orang tua mana yang tau steam anak mereka main game hp bahkan sosmed orang tua genz milenial mungkin tau tapi anak mereka masih stuck di cocomelon kalau igrs terapin rating di game hp baru banyak orang tua yang setuju,0,0,0.0048,Organik,Organik,Benar
3,Alvaro734877,rating igrs di steam itu masih self assessment data awal jadi belum hasil akhir sekarang lagi proses review dan penyesuaian secara bertahap supaya sesuai sama isinya mohon maklum kalau sekarang masih banyak yang belum tepat,1,1,0.9152,Buzzer,Buzzer,Benar
3,DinaPur468,berikut adalah pesannya pahami dulu aturan igrs dan rating game di steam lewat siaran pers resmi ini ada baiknya baca informasinya sampai tuntas sebelum berpendapat lebih jauh igrs steam gamerating,1,1,0.9805,Buzzer,Buzzer,Benar
3,Indie_S_Orilly,kepentok character limit untuk status twitter karena tidak punya centang biru kan bisa dipendekin dari pembatasan umur rating game jadi pp tunas igrs berkurang itu dari character jadi character trus jadi bisa deh nambahin medsos di belakang kata platform,0,0,0.0128,Organik,Organik,Benar
3,Florestone16736,dari sisi pengguna sistem rating igrs di steam sekarang masih terasa kurang jelas tapi kalau ini bagian dari proses semoga ada evaluasi dan penyempurnaan yang konsisten,1,1,0.6673,Buzzer,Buzzer,Benar
3,bananaefootball,update resmi igrs hari ini bilang rating di steam masih self declared komdigi juga menegaskan bahwa tampilan igrs pada sejumlah game di steam bukan merupakan hasil klarifikasi resmi yang dikeluarkan oleh pemerintah portal komdigi,1,0,0.0181,Buzzer,Organik,Salah
3,Adiety333,sebenernya rating igrs di steam sekarang banyak yang masih tahap awal self declare dan belum final jadi wajar kalau masih ada yang membingungkan karena ini juga bagian dari upaya melindungi pemain muda dan penyesuaian sistem ke depan,1,1,0.9982,Buzzer,Buzzer,Benar
